Postcode,Total_daily_wateruse(BG/d),Total Wateruse 2015,Population 2015,% Growth Population (2015-2020),Population 2020,% Growth Water demand,Water Demand 2020,% Growth Population (2020-2030),Population 2030,% Growth Water demand,Water Demand 2030,% Growth Population (2030-2040),Population 2040,% Growth Water demand,Water Demand 2040,% Growth Population (2040-2050),Population 2050,% Growth Water demand,Water Demand 2050,% Growth Population (2050-2060),Population 2060,% Growth Water demand,Water Demand 2060,% Growth Population (2060-2070),Population 2070,% Growth Water demand,Water Demand 2070,% Growth Population (2070-2080),Population 2080,% Growth Water demand,Water Demand 2080,% Growth Population (2080-2090),Population 2090,% Growth Water demand,Water Demand 2090
10022,0.005011229,1.829098585,31130,3.15%,32111,3.15%,1.88671519,4.90%,33684,4.90%,1.979164235,4.90%,35335,4.90%,2.076143282,4.90%,37066,4.90%,2.177874303,4.90%,38882,4.90%,2.284590144,4.90%,40787,4.90%,2.396535061,4.90%,42786,4.90%,2.513965279,4.90%,44882,4.90%,2.637149578
10023,0.00820202,2.9937373,62541,3.15%,64511,3.15%,3.088040025,4.90%,67672,4.90%,3.239353986,4.90%,70988,4.90%,3.398082331,4.90%,74466,4.90%,3.564588366,4.90%,78115,4.90%,3.739253196,4.90%,81943,4.90%,3.922476602,4.90%,85958,4.90%,4.114677956,4.90%,90170,4.90%,4.316297176
10024,0.004878598,1.78068827,58102,3.15%,59932,3.15%,1.836779951,4.90%,62869,4.90%,1.926782168,4.90%,65949,4.90%,2.021194494,4.90%,69181,4.90%,2.120233025,4.90%,72571,4.90%,2.224124443,4.90%,76127,4.90%,2.33310654,4.90%,79857,4.90%,2.447428761,4.90%,83770,4.90%,2.56735277
10025,0.007850029,2.865260585,92251,3.15%,95157,3.15%,2.955516293,4.90%,99820,4.90%,3.100336592,4.90%,104711,4.90%,3.252253085,4.90%,109842,4.90%,3.411613486,4.90%,115224,4.90%,3.578782547,4.90%,120870,4.90%,3.754142892,4.90%,126792,4.90%,3.938095893,4.90%,133005,4.90%,4.131062592
10026,0.00387851,1.41565615,38585,3.15%,39800,3.15%,1.460249319,4.90%,41751,4.90%,1.531801535,4.90%,43796,4.90%,1.606859811,4.90%,45942,4.90%,1.685595941,4.90%,48194,4.90%,1.768190142,4.90%,50555,4.90%,1.854831459,4.90%,53032,4.90%,1.945718201,4.90%,55631,4.90%,2.041058393
10027,0.003721144,1.35821756,64988,3.15%,67035,3.15%,1.401001413,4.90%,70320,4.90%,1.469650482,4.90%,73766,4.90%,1.541663356,4.90%,77380,4.90%,1.61720486,4.90%,81172,4.90%,1.696447899,4.90%,85149,4.90%,1.779573846,4.90%,89321,4.90%,1.866772964,4.90%,93698,4.90%,1.958244839
10028,0.004987079,1.820283835,46768,3.15%,48241,3.15%,1.877622776,4.90%,50605,4.90%,1.969626292,4.90%,53085,4.90%,2.06613798,4.90%,55686,4.90%,2.167378741,4.90%,58414,4.90%,2.273580299,4.90%,61277,4.90%,2.384985734,4.90%,64279,4.90%,2.501850035,4.90%,67429,4.90%,2.624440687
10029,0.009988786,3.64590689,76713,3.15%,79129,3.15%,3.760752957,4.90%,83007,4.90%,3.945029852,4.90%,87074,4.90%,4.138336315,4.90%,91341,4.90%,4.341114794,4.90%,95816,4.90%,4.553829419,4.90%,100511,4.90%,4.776967061,4.90%,105437,4.90%,5.011038447,4.90%,110603,4.90%,5.25657933
10030,0.001859153,0.678590845,31060,3.15%,32038,3.15%,0.699966457,4.90%,33608,4.90%,0.734264813,4.90%,35255,4.90%,0.770243789,4.90%,36983,4.90%,0.807985734,4.90%,38795,4.90%,0.847577035,4.90%,40696,4.90%,0.88910831,4.90%,42690,4.90%,0.932674617,4.90%,44782,4.90%,0.978375674
10031,0.006879958,2.51118467,59586,3.15%,61463,3.15%,2.590286987,4.90%,64475,4.90%,2.717211049,4.90%,67634,4.90%,2.850354391,4.90%,70948,4.90%,2.990021756,4.90%,74424,4.90%,3.136532822,4.90%,78071,4.90%,3.29022293,4.90%,81897,4.90%,3.451443854,4.90%,85910,4.90%,3.620564603
10032,0.005024014,1.83376511,63214,3.15%,65205,3.15%,1.891528711,4.90%,68400,4.90%,1.984213618,4.90%,71752,4.90%,2.081440085,4.90%,75268,4.90%,2.183430649,4.90%,78956,4.90%,2.290418751,4.90%,82825,4.90%,2.40264927,4.90%,86883,4.90%,2.520379084,4.90%,91140,4.90%,2.643877659
10033,0.005778699,2.109225135,58349,3.15%,60187,3.15%,2.175665727,4.90%,63136,4.90%,2.282273347,4.90%,66230,4.90%,2.394104741,4.90%,69475,4.90%,2.511415874,4.90%,72879,4.90%,2.634475252,4.90%,76450,4.90%,2.763564539,4.90%,80197,4.90%,2.898979201,4.90%,84126,4.90%,3.041029182
10034,0.003798458,1.38643717,42399,3.15%,43735,3.15%,1.430109941,4.90%,45878,4.90%,1.500185328,4.90%,48126,4.90%,1.573694409,4.90%,50484,4.90%,1.650805435,4.90%,52957,4.90%,1.731694901,4.90%,55552,4.90%,1.816547952,4.90%,58274,4.90%,1.905558801,4.90%,61130,4.90%,1.998931182
10035,0.003301354,1.20499421,36048,3.15%,37184,3.15%,1.242951528,4.90%,39006,4.90%,1.303856152,4.90%,40917,4.90%,1.367745104,4.90%,42922,4.90%,1.434764614,4.90%,45025,4.90%,1.50506808,4.90%,47231,4.90%,1.578816416,4.90%,49545,4.90%,1.65617842,4.90%,51973,4.90%,1.737331163
10036,0.005687167,2.075815955,28487,3.15%,29384,3.15%,2.141204158,4.90%,30824,4.90%,2.246123161,4.90%,32335,4.90%,2.356183196,4.90%,33919,4.90%,2.471636173,4.90%,35581,4.90%,2.592746345,4.90%,37324,4.90%,2.719790916,4.90%,39153,4.90%,2.853060671,4.90%,41072,4.90%,2.992860644
10037,0.002520529,0.919993085,20462,3.15%,21107,3.15%,0.948972867,4.90%,22141,4.90%,0.995472538,4.90%,23226,4.90%,1.044250692,4.90%,24364,4.90%,1.095418976,4.90%,25558,4.90%,1.149094506,4.90%,26810,4.90%,1.205400137,4.90%,28124,4.90%,1.264464743,4.90%,29502,4.90%,1.326423516
10038,0.001975895,0.721201675,23311,3.15%,24045,3.15%,0.743919528,4.90%,25224,4.90%,0.780371585,4.90%,26459,4.90%,0.818609792,4.90%,27756,4.90%,0.858721672,4.90%,29116,4.90%,0.900799034,4.90%,30543,4.90%,0.944938187,4.90%,32039,4.90%,0.991240158,4.90%,33609,4.90%,1.039810926
10039,0.001685853,0.615336345,27854,3.15%,28731,3.15%,0.63471944,4.90%,30139,4.90%,0.665820692,4.90%,31616,4.90%,0.698445906,4.90%,33165,4.90%,0.732669756,4.90%,34790,4.90%,0.768570574,4.90%,36495,4.90%,0.806230532,4.90%,38283,4.90%,0.845735828,4.90%,40159,4.90%,0.887176884
10040,0.006129616,2.23730984,44800,3.15%,46211,3.15%,2.3077851,4.90%,48476,4.90%,2.42086657,4.90%,50851,4.90%,2.539489032,4.90%,53343,4.90%,2.663923994,4.90%,55956,4.90%,2.79445627,4.90%,58698,4.90%,2.931384627,4.90%,61574,4.90%,3.075022474,4.90%,64592,4.90%,3.225698575
10044,0.000462427,0.168785855,12440,3.15%,12832,3.15%,0.174102609,4.90%,13461,4.90%,0.182633637,4.90%,14120,4.90%,0.191582686,4.90%,14812,4.90%,0.200970237,4.90%,15538,4.90%,0.210817779,4.90%,16299,4.90%,0.22114785,4.90%,17098,4.90%,0.231984095,4.90%,17936,4.90%,0.243351315
10065,0.00291894,1.0654131,0,3.15%,0,3.15%,1.098973613,4.90%,0,4.90%,1.15282332,4.90%,0,4.90%,1.209311662,4.90%,0,4.90%,1.268567934,4.90%,0,4.90%,1.330727763,4.90%,0,4.90%,1.395933423,4.90%,0,4.90%,1.464334161,4.90%,0,4.90%,1.536086535
10069,0.000815645,0.297710425,6051,3.15%,6242,3.15%,0.307088303,4.90%,6547,4.90%,0.32213563,4.90%,6868,4.90%,0.337920276,4.90%,7205,4.90%,0.35447837,4.90%,7558,4.90%,0.37184781,4.90%,7928,4.90%,0.390068352,4.90%,8317,4.90%,0.409181702,4.90%,8724,4.90%,0.429231605
10075,0.002416516,0.88202834,0,3.15%,0,3.15%,0.909812233,4.90%,0,4.90%,0.954393032,4.90%,0,4.90%,1.001158291,4.90%,0,4.90%,1.050215047,4.90%,0,4.90%,1.101675584,4.90%,0,4.90%,1.155657688,4.90%,0,4.90%,1.212284915,4.90%,0,4.90%,1.271686875
10106,4.46E-05,0.016285388,0,3.15%,0,3.15%,0.016798377,4.90%,0,4.90%,0.017621498,4.90%,0,4.90%,0.018484951,4.90%,0,4.90%,0.019390714,4.90%,0,4.90%,0.020340859,4.90%,0,4.90%,0.021337561,4.90%,0,4.90%,0.022383101,4.90%,0,4.90%,0.023479873
10128,0.006275578,2.29058597,58636,3.15%,60483,3.15%,2.362739428,4.90%,63447,4.90%,2.47851366,4.90%,66556,4.90%,2.599960829,4.90%,69817,4.90%,2.72735891,4.90%,73238,4.90%,2.860999497,4.90%,76826,4.90%,3.001188472,4.90%,80591,4.90%,3.148246707,4.90%,84540,4.90%,3.302510796
10130,6.69E-06,0.002441609,0,3.15%,0,3.15%,0.00251852,4.90%,0,4.90%,0.002641927,4.90%,0,4.90%,0.002771382,4.90%,0,4.90%,0.002907179,4.90%,0,4.90%,0.003049631,4.90%,0,4.90%,0.003199063,4.90%,0,4.90%,0.003355817,4.90%,0,4.90%,0.003520252
10155,3.61E-05,0.013178654,0,3.15%,0,3.15%,0.013593781,4.90%,0,4.90%,0.014259876,4.90%,0,4.90%,0.01495861,4.90%,0,4.90%,0.015691582,4.90%,0,4.90%,0.01646047,4.90%,0,4.90%,0.017267033,4.90%,0,4.90%,0.018113117,4.90%,0,4.90%,0.01900066
10162,0.000208874,0.07623901,1486,3.15%,1533,3.15%,0.078640539,4.90%,1608,4.90%,0.082493925,4.90%,1687,4.90%,0.086536128,4.90%,1769,4.90%,0.090776398,4.90%,1856,4.90%,0.095224441,4.90%,1947,4.90%,0.099890439,4.90%,2042,4.90%,0.10478507,4.90%,2142,4.90%,0.109919539
10172,0.000210739,0.076919735,0,3.15%,0,3.15%,0.079342707,4.90%,0,4.90%,0.083230499,4.90%,0,4.90%,0.087308794,4.90%,0,4.90%,0.091586925,4.90%,0,4.90%,0.096074684,4.90%,0,4.90%,0.100782343,4.90%,0,4.90%,0.105720678,4.90%,0,4.90%,0.110900992
10280,0.001016999,0.371204635,9496,3.15%,9795,3.15%,0.382897581,4.90%,10275,4.90%,0.401659562,4.90%,10779,4.90%,0.421340881,4.90%,11307,4.90%,0.441986584,4.90%,11861,4.90%,0.463643927,4.90%,12442,4.90%,0.486362479,4.90%,13052,4.90%,0.510194241,4.90%,13691,4.90%,0.535193759
10282,0.000578281,0.211072565,5783,3.15%,5965,3.15%,0.217721351,4.90%,6257,4.90%,0.228389697,4.90%,6564,4.90%,0.239580792,4.90%,6886,4.90%,0.251320251,4.90%,7223,4.90%,0.263634943,4.90%,7577,4.90%,0.276553055,4.90%,7948,4.90%,0.290104155,4.90%,8338,4.90%,0.304319259
10020,0.000160161,0.058458765,0,3.15%,0,3.15%,0.060300216,4.90%,0,4.90%,0.063254927,4.90%,0,4.90%,0.066354418,4.90%,0,4.90%,0.069605785,4.90%,0,4.90%,0.073016468,4.90%,0,4.90%,0.076594275,4.90%,0,4.90%,0.080347394,4.90%,0,4.90%,0.084284417
10041,0.000276417,0.100892205,0,3.15%,0,3.15%,0.104070309,4.90%,0,4.90%,0.109169755,4.90%,0,4.90%,0.114519073,4.90%,0,4.90%,0.120130507,4.90%,0,4.90%,0.126016902,4.90%,0,4.90%,0.13219173,4.90%,0,4.90%,0.138669125,4.90%,0,4.90%,0.145463912
10045,0.004578364,1.67110286,0,3.15%,0,3.15%,1.7237426,4.90%,0,4.90%,1.808205987,4.90%,0,4.90%,1.896808081,4.90%,0,4.90%,1.989751677,4.90%,0,4.90%,2.087249509,4.90%,0,4.90%,2.189524735,4.90%,0,4.90%,2.296811447,4.90%,0,4.90%,2.409355208
10055,4.78E-05,0.01743543,0,3.15%,0,3.15%,0.017984646,4.90%,0,4.90%,0.018865893,4.90%,0,4.90%,0.019790322,4.90%,0,4.90%,0.020760048,4.90%,0,4.90%,0.02177729,4.90%,0,4.90%,0.022844377,4.90%,0,4.90%,0.023963752,4.90%,0,4.90%,0.025137976
10103,7.83E-05,0.028585742,0,3.15%,0,3.15%,0.029486192,4.90%,0,4.90%,0.030931016,4.90%,0,4.90%,0.032446636,4.90%,0,4.90%,0.034036521,4.90%,0,4.90%,0.03570431,4.90%,0,4.90%,0.037453821,4.90%,0,4.90%,0.039289059,4.90%,0,4.90%,0.041214223
10104,0.000213562,0.07795013,0,3.15%,0,3.15%,0.080405559,4.90%,0,4.90%,0.084345431,4.90%,0,4.90%,0.088478358,4.90%,0,4.90%,0.092813797,4.90%,0,4.90%,0.097361673,4.90%,0,4.90%,0.102132395,4.90%,0,4.90%,0.107136883,4.90%,0,4.90%,0.11238659
10105,0.000229259,0.083679535,0,3.15%,0,3.15%,0.08631544,4.90%,0,4.90%,0.090544897,4.90%,0,4.90%,0.094981597,4.90%,0,4.90%,0.099635695,4.90%,0,4.90%,0.104517844,4.90%,0,4.90%,0.109639219,4.90%,0,4.90%,0.11501154,4.90%,0,4.90%,0.120647106
10107,1.57E-05,0.005722726,0,3.15%,0,3.15%,0.005902991,4.90%,0,4.90%,0.006192238,4.90%,0,4.90%,0.006495658,4.90%,0,4.90%,0.006813945,4.90%,0,4.90%,0.007147828,4.90%,0,4.90%,0.007498072,4.90%,0,4.90%,0.007865477,4.90%,0,4.90%,0.008250886
10110,0,0,0,3.15%,0,3.15%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0
10111,0.000907077,0.331083105,0,3.15%,0,3.15%,0.341512223,4.90%,0,4.90%,0.358246322,4.90%,0,4.90%,0.375800391,4.90%,0,4.90%,0.394214611,4.90%,0,4.90%,0.413531127,4.90%,0,4.90%,0.433794152,4.90%,0,4.90%,0.455050065,4.90%,0,4.90%,0.477347518
10115,3.49E-05,0.012725689,0,3.15%,0,3.15%,0.013126548,4.90%,0,4.90%,0.013769749,4.90%,0,4.90%,0.014444466,4.90%,0,4.90%,0.015152245,4.90%,0,4.90%,0.015894705,4.90%,0,4.90%,0.016673546,4.90%,0,4.90%,0.017490549,4.90%,0,4.90%,0.018347586
10116,0,0,0,3.15%,0,3.15%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0
10119,0.00026205,0.09564825,0,3.15%,0,3.15%,0.09866117,4.90%,0,4.90%,0.103495567,4.90%,0,4.90%,0.10856685,4.90%,0,4.90%,0.113886626,4.90%,0,4.90%,0.11946707,4.90%,0,4.90%,0.125320957,4.90%,0,4.90%,0.131461684,4.90%,0,4.90%,0.137903306
10120,2.96E-05,0.01079816,0,3.15%,0,3.15%,0.011138302,4.90%,0,4.90%,0.011684079,4.90%,0,4.90%,0.012256599,4.90%,0,4.90%,0.012857172,4.90%,0,4.90%,0.013487173,4.90%,0,4.90%,0.014148045,4.90%,0,4.90%,0.014841299,4.90%,0,4.90%,0.015568523
10121,6.30E-05,0.023003979,0,3.15%,0,3.15%,0.023728604,4.90%,0,4.90%,0.024891306,4.90%,0,4.90%,0.02611098,4.90%,0,4.90%,0.027390418,4.90%,0,4.90%,0.028732548,4.90%,0,4.90%,0.030140443,4.90%,0,4.90%,0.031617325,4.90%,0,4.90%,0.033166574
10129,1.07E-05,0.003891776,0,3.15%,0,3.15%,0.004014367,4.90%,0,4.90%,0.004211071,4.90%,0,4.90%,0.004417413,4.90%,0,4.90%,0.004633867,4.90%,0,4.90%,0.004860926,4.90%,0,4.90%,0.005099112,4.90%,0,4.90%,0.005348968,4.90%,0,4.90%,0.005611067
10151,2.47E-05,0.00903167,0,3.15%,0,3.15%,0.009316167,4.90%,0,4.90%,0.009772659,4.90%,0,4.90%,0.01025152,4.90%,0,4.90%,0.010753844,4.90%,0,4.90%,0.011280782,4.90%,0,4.90%,0.011833541,4.90%,0,4.90%,0.012413384,4.90%,0,4.90%,0.01302164
10153,0.000129576,0.04729524,0,3.15%,0,3.15%,0.04878504,4.90%,0,4.90%,0.051175507,4.90%,0,4.90%,0.053683107,4.90%,0,4.90%,0.056313579,4.90%,0,4.90%,0.059072944,4.90%,0,4.90%,0.061967519,4.90%,0,4.90%,0.065003927,4.90%,0,4.90%,0.06818912
10154,0.000109519,0.039974435,0,3.15%,0,3.15%,0.04123363,4.90%,0,4.90%,0.043254078,4.90%,0,4.90%,0.045373527,4.90%,0,4.90%,0.04759683,4.90%,0,4.90%,0.049929075,4.90%,0,4.90%,0.0523756,4.90%,0,4.90%,0.054942004,4.90%,0,4.90%,0.057634162
10158,5.54E-05,0.020208371,0,3.15%,0,3.15%,0.020844935,4.90%,0,4.90%,0.021866336,4.90%,0,4.90%,0.022937787,4.90%,0,4.90%,0.024061739,4.90%,0,4.90%,0.025240764,4.90%,0,4.90%,0.026477561,4.90%,0,4.90%,0.027774962,4.90%,0,4.90%,0.029135935
10165,5.56E-05,0.020299366,0,3.15%,0,3.15%,0.020938796,4.90%,0,4.90%,0.021964796,4.90%,0,4.90%,0.023041072,4.90%,0,4.90%,0.024170084,4.90%,0,4.90%,0.025354418,4.90%,0,4.90%,0.026596785,4.90%,0,4.90%,0.027900027,4.90%,0,4.90%,0.029267128
10166,0.000203755,0.074370575,0,3.15%,0,3.15%,0.076713248,4.90%,0,4.90%,0.080472197,4.90%,0,4.90%,0.084415335,4.90%,0,4.90%,0.088551686,4.90%,0,4.90%,0.092890719,4.90%,0,4.90%,0.097442364,4.90%,0,4.90%,0.10221704,4.90%,0,4.90%,0.107225675
10167,0,0,0,3.15%,0,3.15%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0
10169,8.88E-05,0.032397656,0,3.15%,0,3.15%,0.033418182,4.90%,0,4.90%,0.035055673,4.90%,0,4.90%,0.036773401,4.90%,0,4.90%,0.038575297,4.90%,0,4.90%,0.040465487,4.90%,0,4.90%,0.042448296,4.90%,0,4.90%,0.044528262,4.90%,0,4.90%,0.046710147
10170,4.46E-05,0.016276263,0,3.15%,0,3.15%,0.016788965,4.90%,0,4.90%,0.017611624,4.90%,0,4.90%,0.018474594,4.90%,0,4.90%,0.019379849,4.90%,0,4.90%,0.020329461,4.90%,0,4.90%,0.021325605,4.90%,0,4.90%,0.02237056,4.90%,0,4.90%,0.023466717
10171,7.80E-05,0.028463905,0,3.15%,0,3.15%,0.029360517,4.90%,0,4.90%,0.030799183,4.90%,0,4.90%,0.032308343,4.90%,0,4.90%,0.033891452,4.90%,0,4.90%,0.035552133,4.90%,0,4.90%,0.037294187,4.90%,0,4.90%,0.039121602,4.90%,0,4.90%,0.041038561
10173,2.86E-05,0.010431335,0,3.15%,0,3.15%,0.010759922,4.90%,0,4.90%,0.011287158,4.90%,0,4.90%,0.011840229,4.90%,0,4.90%,0.0124204,4.90%,0,4.90%,0.013029,4.90%,0,4.90%,0.013667421,4.90%,0,4.90%,0.014337124,4.90%,0,4.90%,0.015039644
10174,0,0,0,3.15%,0,3.15%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0
10175,4.81E-05,0.017546134,0,3.15%,0,3.15%,0.018098837,4.90%,0,4.90%,0.01898568,4.90%,0,4.90%,0.019915979,4.90%,0,4.90%,0.020891862,4.90%,0,4.90%,0.021915563,4.90%,0,4.90%,0.022989425,4.90%,0,4.90%,0.024115907,4.90%,0,4.90%,0.025297587
10176,0,0,0,3.15%,0,3.15%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0,4.90%,0
10177,6.73E-05,0.024549645,0,3.15%,0,3.15%,0.025322958,4.90%,0,4.90%,0.026563783,4.90%,0,4.90%,0.027865409,4.90%,0,4.90%,0.029230814,4.90%,0,4.90%,0.030663124,4.90%,0,4.90%,0.032165617,4.90%,0,4.90%,0.033741732,4.90%,0,4.90%,0.035395077
10271,7.54E-05,0.027523154,0,3.15%,0,3.15%,0.028390133,4.90%,0,4.90%,0.029781249,4.90%,0,4.90%,0.031240531,4.90%,0,4.90%,0.032771317,4.90%,0,4.90%,0.034377111,4.90%,0,4.90%,0.03606159,4.90%,0,4.90%,0.037828607,4.90%,0,4.90%,0.039682209
10273,1.02E-05,0.003739863,0,3.15%,0,3.15%,0.003857669,4.90%,0,4.90%,0.004046694,4.90%,0,4.90%,0.004244982,4.90%,0,4.90%,0.004452987,4.90%,0,4.90%,0.004671183,4.90%,0,4.90%,0.004900071,4.90%,0,4.90%,0.005140174,4.90%,0,4.90%,0.005392043
10279,0,0,42,3.15%,43,3.15%,0,4.90%,45,4.90%,0,4.90%,48,4.90%,0,4.90%,50,4.90%,0,4.90%,52,4.90%,0,4.90%,55,4.90%,0,4.90%,58,4.90%,0,4.90%,61,4.90%,0
10281,0.000305357,0.111455305,0,3.15%,0,3.15%,0.114966147,4.90%,0,4.90%,0.120599488,4.90%,0,4.90%,0.126508863,4.90%,0,4.90%,0.132707798,4.90%,0,4.90%,0.13921048,4.90%,0,4.90%,0.146031793,4.90%,0,4.90%,0.153187351,4.90%,0,4.90%,0.160693531
10285,8.12E-05,0.029643475,0,3.15%,0,3.15%,0.030577244,4.90%,0,4.90%,0.032075529,4.90%,0,4.90%,0.03364723,4.90%,0,4.90%,0.035295945,4.90%,0,4.90%,0.037025446,4.90%,0,4.90%,0.038839693,4.90%,0,4.90%,0.040742838,4.90%,0,4.90%,0.042739237
,1.78796,,,,,,673.1624711,,,,706.1474322,,,,740.7486563,,,,777.0453405,,,,815.1205622,,,,855.0614697,,,,896.9594818,,,,940.9104964
